Symbol,Ticker,Date,Price,Score,Grade,Screen1,Screen2,MACD_H_Score,MACD_Line_Score,EMA_Score,KC_Score,FI_Score,Stoch_Score,Pattern_Score,All_Weekly,Weekly_MACD_H,Weekly_EMA_20,Weekly_EMA_50,Weekly_EMA_100,Daily_FI2,Daily_Stoch_K,Daily_RSI,Pattern,Entry,Stop,Target,CMP,Diff
MICROSOFT CORPORATION (XNAS:MSFT),MSFT,09/09/2025,498.41,7,B,3,4,0,1,2,2,1,1,0,No,-1.5815,485.15,454.52,434.42,-228763,30.8,37.4,None,501.7,491.39,517.16, $492.02 , $-6.39 
TEXAS INSTRUMENTS INCORPORATED (XNAS:TXN),TXN,09/09/2025,185.03,7,B,3,4,0,1,2,2,1,1,0,No,-0.9689,192.25,189.48,186.35,-48655,12.2,33.3,None,188.56,181.33,199.4, $179.52 , $-5.51 
INTUIT INC. (XNAS:INTU),INTU,09/09/2025,670.89,7,B,3,4,0,1,2,2,1,1,0,No,-14.2363,702.2,674.38,654.97,-3614,45.3,29.9,None,680.09,656.98,714.76, $655.75 , $-15.14 
"FORTINET, INC. (XNAS:FTNT)",FTNT,09/09/2025,79.84,7,A,6,1,2,2,2,1,0,0,0,Yes,-2.869,90.86,90.49,84.16,18369,86.1,55.2,None,80.48,76.52,86.42, $83.50 , $3.66 
"CROWDSTRIKE HOLDINGS, INC. (XNAS:CRWD)",CRWD,09/09/2025,423.51,7,A,5,2,2,1,2,1,0,1,0,Yes,-9.9163,434.95,402.84,368.5,2189,46,52.8,None,429.28,402.48,469.48, $517.98 , $94.47 
"AMERICAN ELECTRIC POWER COMPANY, INC. (XNAS:AEP)",AEP,09/09/2025,108.36,7,B,3,4,0,1,2,2,0,1,1,No,-0.0063,107.62,103.14,98.36,3014,18.1,28.5,Bullish Engulfing,108.41,106.66,111.03, $116.07 , $7.71 
CME GROUP INC. (XNAS:CME),CME,09/09/2025,261.53,7,B,3,4,0,1,2,2,1,1,0,No,-3.4713,269.53,256.32,242.42,-15966,17.7,33.2,None,262.93,257.99,270.34, $270.12 , $8.59 
CINTAS CORPORATION (XNAS:CTAS),CTAS,09/09/2025,202.07,7,B,3,4,0,1,2,2,1,1,0,No,-2.7911,213.81,206.64,194.24,-9690,10.2,19.7,None,204.79,199.65,212.5, $183.15 , $-18.92 
EXELON CORPORATION (XNAS:EXC),EXC,09/09/2025,43.09,7,B,3,4,0,1,2,2,1,1,0,No,-0.2211,43.76,42.32,40.61,-1200,12.5,21.6,None,43.57,42.66,44.94, $43.76 , $0.67 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,09/09/2025,70.78,7,B,4,3,2,2,0,1,1,1,0,No,-0.5294,74.37,75.78,75.88,-8942,31.5,49.4,None,71.84,69.58,75.23, $80.95 , $10.17 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,08/09/2025,135.43,10,A,6,4,2,2,2,2,1,1,0,Yes,-1.6271,143.13,142.31,138.48,-2948,22.9,43.3,None,138.33,133.9,144.98, $112.74 , $-22.69 
"ALIGN TECHNOLOGY, INC. (XNAS:ALGN)",ALGN,08/09/2025,136.86,8,B,4,4,2,2,0,2,1,1,0,No,-3.4711,165.02,188.74,209.35,-3759,30.5,40.3,None,139.32,130.74,152.19, $159.00 , $22.14 
CME GROUP INC. (XNAS:CME),CME,08/09/2025,262.58,8,B,3,5,0,1,2,2,1,1,1,No,-3.4043,269.63,256.36,242.44,-8867,23.8,36.8,Hammer,266.31,257.99,278.79, $270.12 , $7.54 
MICROSOFT CORPORATION (XNAS:MSFT),MSFT,08/09/2025,498.2,7,B,3,4,0,1,2,2,1,1,0,No,-1.5949,485.13,454.51,434.42,-760369,25.5,31.9,None,512.48,497.74,534.59, $492.02 , $-6.18 
"CISCO SYSTEMS, INC. (XNAS:CSCO)",CSCO,08/09/2025,66.88,7,B,3,4,0,1,2,2,1,1,0,No,-0.2917,66.03,61.95,58.38,-33246,16.4,49.5,None,68.17,66.22,71.09, $79.51 , $12.63 
TEXAS INSTRUMENTS INCORPORATED (XNAS:TXN),TXN,08/09/2025,185.82,7,B,3,4,0,1,2,2,1,1,0,No,-0.9185,192.33,189.51,186.37,-100217,15.1,37.3,None,189.47,181.33,201.68, $179.52 , $-6.30 
"FORTINET, INC. (XNAS:FTNT)",FTNT,08/09/2025,80.36,7,A,6,1,2,2,2,1,0,0,0,Yes,-2.8358,90.91,90.52,84.17,80652,84.8,49,None,79.57,75.17,86.17, $83.50 , $3.14 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,08/09/2025,263.88,7,B,4,3,2,2,0,2,0,1,0,No,-12.49,321.04,341.23,346.51,39096,39.2,46.6,None,266.84,252.27,288.69, $205.13 , $-58.75 
"AMERICAN ELECTRIC POWER COMPANY, INC. (XNAS:AEP)",AEP,08/09/2025,107.55,7,B,3,4,0,1,2,2,1,1,0,No,-0.058,107.54,103.11,98.34,-7311,8.3,35.8,None,109.28,106.66,113.21, $116.07 , $8.52 
CINTAS CORPORATION (XNAS:CTAS),CTAS,08/09/2025,202.78,7,B,3,4,0,1,2,2,1,1,0,No,-2.7457,213.88,206.67,194.25,-15749,8.5,27.1,None,207.89,200.96,218.28, $183.15 , $-19.63 
EXELON CORPORATION (XNAS:EXC),EXC,08/09/2025,43.02,7,B,3,4,0,1,2,2,1,1,0,No,-0.2255,43.75,42.31,40.61,-6302,9.9,36.3,None,43.72,42.66,45.31, $43.76 , $0.74 
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION (XNAS:CTSH),CTSH,08/09/2025,71.19,7,B,4,3,2,2,0,1,1,1,0,No,-0.5033,74.41,75.8,75.89,-11150,43.6,57.4,None,72.98,70.33,76.96, $80.95 , $9.76 
CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),CEG,08/09/2025,298.82,7,B,3,4,0,1,2,2,1,1,0,No,-3.5611,301.22,272.23,240.03,-93777,18.4,24.9,None,313.3,294.66,341.26, $359.15 , $60.33 
"OKTA, INC. (XNAS:OKTA)",OKTA,08/09/2025,92.68,7,A,6,1,2,2,2,0,0,1,0,Yes,-1.4276,96.68,95.58,92.92,16982,42.1,54.8,None,92.04,87.99,98.12, $87.79 , $-4.89 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,05/09/2025,135.44,8,B,4,4,0,2,2,2,1,1,0,No,-1.6466,143.94,142.59,138.63,-8693,23,41.6,None,137.53,133.45,143.65, $112.74 , $-22.70 
"OKTA, INC. (XNAS:OKTA)",OKTA,05/09/2025,91.48,8,A,6,2,2,2,2,1,0,1,0,Yes,-1.6939,97.1,95.7,92.98,20381,30.9,47.9,None,90.94,87.99,95.37, $87.79 , $-3.69 
MICROSOFT CORPORATION (XNAS:MSFT),MSFT,05/09/2025,495,7,B,3,4,0,1,2,2,1,1,0,No,-0.2189,483.76,452.73,433.37,-3530688,8.6,25.8,None,508.66,493.55,531.33, $492.02 , $-2.98 
"CISCO SYSTEMS, INC. (XNAS:CSCO)",CSCO,05/09/2025,66.9,7,B,3,4,0,1,2,2,1,1,0,No,-0.1735,65.94,61.75,58.26,-96378,30,54.8,None,68.48,66.41,71.59, $79.51 , $12.61 
TEXAS INSTRUMENTS INCORPORATED (XNAS:TXN),TXN,05/09/2025,187.93,7,B,3,4,0,1,2,2,1,1,0,No,-0.1598,193.01,189.66,186.46,-102502,22.8,39.5,None,188.87,181.33,200.18, $179.52 , $-8.41 
"FORTINET, INC. (XNAS:FTNT)",FTNT,05/09/2025,78.83,7,A,6,1,2,2,2,1,0,0,0,Yes,-3.2111,92.02,90.93,84.4,111408,60.6,49.3,None,76.71,74.85,79.5, $83.50 , $4.67 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,05/09/2025,261.5,7,B,4,3,2,2,0,2,0,1,0,No,-14.2041,327.06,344.39,348.24,14006,22.6,42.4,None,267.87,254.82,287.45, $205.13 , $-56.37 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,05/09/2025,466.86,7,A,6,1,2,2,2,1,0,0,0,Yes,-6.3358,501.59,500.66,473.09,205882,61.2,43.2,None,455.74,433.93,488.46, $558.13 , $91.27 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,05/09/2025,295.97,7,B,3,4,0,1,2,2,1,1,0,No,-1.7321,304.33,296.26,283.22,-48101,12.5,41.2,None,301.88,293.36,314.66, $258.23 , $-37.74 
CME GROUP INC. (XNAS:CME),CME,05/09/2025,261.94,7,B,3,4,0,1,2,2,1,1,0,No,-3.2011,270.37,256.11,242.25,-56277,8.8,31.5,None,271.87,263.25,284.8, $270.12 , $8.18 
CINTAS CORPORATION (XNAS:CTAS),CTAS,05/09/2025,204.5,7,B,3,4,0,1,2,2,1,1,0,No,-2.2744,215.05,206.83,194.34,-7483,7.5,26.6,None,207.28,202.84,213.94, $183.15 , $-21.35 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,05/09/2025,270.31,7,A,6,1,2,2,2,1,0,0,0,Yes,-4.8803,286.43,284.28,274.77,5989,54.4,54.5,None,271.11,262.76,283.64, $216.03 , $-54.28 
CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),CEG,05/09/2025,301.58,7,B,3,4,0,1,2,2,1,1,0,No,-2.3111,301.48,271.14,239.39,-163318,25.7,27.3,None,312.47,294.14,339.97, $359.15 , $57.57 
"COINBASE GLOBAL, INC. (XNAS:COIN)",COIN,05/09/2025,299.07,7,B,3,4,0,1,2,2,1,1,0,No,-4.0171,302.02,268.61,242.12,-803883,23.2,38.9,None,308.09,291.97,332.27, $277.36 , $-21.71 
"FORTINET, INC. (XNAS:FTNT)",FTNT,04/09/2025,76.44,10,A,6,4,2,2,2,2,1,1,0,Yes,-3.3636,91.79,90.84,84.35,-11601,22.8,47.8,None,77.21,74.85,80.75, $83.50 , $7.06 
"OKTA, INC. (XNAS:OKTA)",OKTA,04/09/2025,89.74,9,A,6,3,2,2,2,1,1,1,0,Yes,-1.8049,96.93,95.63,92.94,-5743,14.7,53.9,None,90.34,87.99,93.87, $87.79 , $-1.95 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,04/09/2025,259.51,8,B,4,4,2,2,0,2,1,1,0,No,-14.3311,326.87,344.31,348.2,-67114,15.3,45.8,None,265.35,254.82,281.15, $205.13 , $-54.38 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,04/09/2025,137.32,8,A,6,2,2,2,2,1,0,1,0,Yes,-1.5266,144.12,142.67,138.67,5568,43.5,49.5,None,136.18,134.07,139.35, $112.74 , $-24.58 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,04/09/2025,955.9,7,A,5,2,2,1,2,1,0,1,0,Yes,-5.695,968.85,944.4,891.97,75498,34.3,41.5,None,951.04,934.63,975.65, $888.44 , $-67.46 
TEXAS INSTRUMENTS INCORPORATED (XNAS:TXN),TXN,04/09/2025,187.29,7,B,3,4,0,1,2,2,1,1,0,No,-0.2006,192.95,189.64,186.44,-366280,20.4,39.9,None,200.28,190.34,215.19, $179.52 , $-7.77 
"CROWDSTRIKE HOLDINGS, INC. (XNAS:CRWD)",CRWD,04/09/2025,412.46,7,B,3,4,0,1,2,2,1,1,0,No,-10.7438,435.66,401.79,367.82,-53934,21.6,42.4,None,414.89,401.85,434.45, $517.98 , $105.52 
ATLASSIAN CORPORATION (XNAS:TEAM),TEAM,04/09/2025,168.08,7,B,4,3,2,2,0,1,1,1,0,No,-2.3279,193.41,207.2,211.38,-40874,33.8,54,None,173.85,165.1,186.97, $161.41 , $-6.67 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,04/09/2025,454.52,7,B,4,3,0,2,2,2,0,1,0,No,-7.1234,500.41,500.18,472.82,83176,37.6,37.4,None,471.47,449.11,505.01, $558.13 , $103.61 
CME GROUP INC. (XNAS:CME),CME,04/09/2025,267.43,7,B,3,4,0,1,2,2,1,1,0,No,-2.8507,270.89,256.33,242.37,-1407,35,36.9,None,270.04,262.01,282.09, $270.12 , $2.69 
CINTAS CORPORATION (XNAS:CTAS),CTAS,04/09/2025,206.84,7,B,3,4,0,1,2,2,1,1,0,No,-2.125,215.27,206.92,194.39,-532,18.7,24.2,None,205.92,203.09,210.16, $183.15 , $-23.69 
EXELON CORPORATION (XNAS:EXC),EXC,04/09/2025,43.34,7,B,3,4,0,1,2,2,1,1,0,No,-0.1724,43.82,42.28,40.58,-1372,17.4,32.4,None,43.67,42.8,44.98, $43.76 , $0.42 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,04/09/2025,270.05,7,A,6,1,2,2,2,1,0,0,0,Yes,-4.8969,286.4,284.27,274.76,13398,52.4,54.3,None,268.81,262.76,277.88, $216.03 , $-54.02 
"FORTINET, INC. (XNAS:FTNT)",FTNT,03/09/2025,76.58,10,A,6,4,2,2,2,2,1,1,0,Yes,-3.3547,91.8,90.84,84.35,-24262,25,43.3,None,77.34,74.85,81.08, $83.50 , $6.92 
"OKTA, INC. (XNAS:OKTA)",OKTA,03/09/2025,89.82,9,A,6,3,2,2,2,1,1,1,0,Yes,-1.7998,96.94,95.63,92.94,-14385,15.4,46.6,None,91.73,87.99,97.34, $87.79 , $-2.03 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,03/09/2025,261.22,8,B,4,4,2,2,0,2,1,1,0,No,-14.222,327.03,344.38,348.23,-60804,11.8,41.9,None,266.77,257.84,280.16, $205.13 , $-56.09 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,03/09/2025,135.63,8,B,4,4,0,2,2,2,1,1,0,No,-1.6344,143.96,142.6,138.64,-8472,18.8,40.1,None,139.2,135.2,145.2, $112.74 , $-22.89 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,03/09/2025,268.44,8,A,6,2,2,2,2,1,0,1,0,Yes,-4.9996,286.25,284.21,274.73,9846,40.8,57.3,None,268.81,262.76,277.88, $216.03 , $-52.41 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,03/09/2025,949.78,7,A,5,2,2,1,2,1,0,1,0,Yes,-6.0856,968.27,944.16,891.84,77264,25,37.1,None,945.46,934.63,961.71, $888.44 , $-61.34 
KLA Corporation (XNAS:KLAC),KLAC,03/09/2025,843.9,7,B,3,4,0,1,2,2,1,1,0,No,-4.9883,840.06,781.06,739.02,-86168,9.2,21.7,None,853.7,830.58,888.38," $1,225.61 ", $381.71 
"CROWDSTRIKE HOLDINGS, INC. (XNAS:CRWD)",CRWD,03/09/2025,413.2,7,B,3,4,0,1,2,2,1,1,0,No,-10.6966,435.73,401.82,367.83,-115665,20.4,39.2,None,418.86,403.47,441.94, $517.98 , $104.78 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,03/09/2025,298.86,7,B,3,4,0,1,2,2,1,1,0,No,-1.5476,304.6,296.37,283.29,-19731,27.6,39.4,None,302.75,294.8,314.67, $258.23 , $-40.63 
CINTAS CORPORATION (XNAS:CTAS),CTAS,03/09/2025,205.61,7,B,3,4,0,1,2,2,1,1,0,No,-2.2035,215.15,206.87,194.36,-10230,9.4,18.2,None,208.91,203.09,217.64, $183.15 , $-22.46 
EXELON CORPORATION (XNAS:EXC),EXC,03/09/2025,43.38,7,B,3,4,0,1,2,2,1,1,0,No,-0.1699,43.82,42.28,40.59,-2168,19,28.3,None,43.75,42.8,45.18, $43.76 , $0.38 
CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),CEG,03/09/2025,308.48,7,B,3,4,0,1,2,2,1,1,0,No,-1.8708,302.13,271.41,239.54,-11476,31.4,27.7,None,307.77,296.4,324.82, $359.15 , $50.67 
"COINBASE GLOBAL, INC. (XNAS:COIN)",COIN,03/09/2025,302.31,7,B,3,4,0,1,2,2,1,1,0,No,-3.8103,302.33,268.73,242.19,-115208,30.1,34.7,None,310.72,294.81,334.59, $277.36 , $-24.95 
"FORTINET, INC. (XNAS:FTNT)",FTNT,02/09/2025,76.92,10,A,6,4,2,2,2,2,1,1,0,Yes,-3.333,91.84,90.85,84.36,-54281,30.4,46.3,None,79.6,74.85,86.72, $83.50 , $6.58 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,02/09/2025,469.07,10,A,6,4,2,2,2,2,1,1,0,Yes,-6.1948,501.8,500.75,473.14,-57644,30.1,42.1,None,475.88,463.82,493.97, $558.13 , $89.06 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,02/09/2025,265,10,A,6,4,2,2,2,2,1,1,0,Yes,-5.2191,285.92,284.07,274.66,-22412,34.9,58.4,None,268.71,262.76,277.63, $216.03 , $-48.97 
"OKTA, INC. (XNAS:OKTA)",OKTA,02/09/2025,89.5,9,A,6,3,2,2,2,1,1,1,0,Yes,-1.8203,96.91,95.62,92.94,-56441,11.1,50.5,None,95.76,88.82,106.17, $87.79 , $-1.71 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,02/09/2025,264.42,8,B,4,4,2,2,0,2,1,1,0,No,-14.0177,327.34,344.5,348.3,-14532,22.5,51.3,None,266.15,261.06,273.78, $205.13 , $-59.29 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,02/09/2025,135.96,8,B,4,4,0,2,2,2,1,1,0,No,-1.6134,143.99,142.61,138.64,-20759,17.8,52.6,None,139.67,135.35,146.15, $112.74 , $-23.22 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,02/09/2025,938.82,7,B,3,4,0,1,2,2,1,1,0,No,-6.7851,967.23,943.73,891.6,-45539,8.4,27,None,949.56,931.37,976.84, $888.44 , $-50.38 
INTUIT INC. (XNAS:INTU),INTU,02/09/2025,661.99,7,B,3,4,0,1,2,2,1,1,0,No,-14.2107,704.46,674.1,654.71,-49408,24.6,20.4,None,674.41,653.05,706.45, $655.75 , $-6.24 
KLA Corporation (XNAS:KLAC),KLAC,02/09/2025,846.35,7,B,3,4,0,1,2,2,1,1,0,No,-4.832,840.29,781.16,739.08,-225969,7.9,27.5,None,885.88,838.4,957.1," $1,225.61 ", $379.26 
"CROWDSTRIKE HOLDINGS, INC. (XNAS:CRWD)",CRWD,02/09/2025,413.5,7,B,3,4,0,1,2,2,1,1,0,No,-10.6774,435.76,401.83,367.84,-324445,14.4,37.8,None,448.45,420.76,489.99, $517.98 , $104.48 
"GILEAD SCIENCES, INC. (XNAS:GILD)",GILD,02/09/2025,112.71,7,B,3,4,0,1,2,2,1,1,0,No,-0.3357,110.85,102.61,95.4,-3454,14.5,17,None,113.35,111.06,116.78, $119.36 , $6.65 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,02/09/2025,299.77,7,B,3,4,0,1,2,2,1,1,0,No,-1.4895,304.69,296.41,283.31,-30095,12.5,50.2,None,305.62,297.7,317.5, $258.23 , $-41.54 
CME GROUP INC. (XNAS:CME),CME,02/09/2025,265.4,7,B,3,4,0,1,2,2,1,1,0,No,-2.9803,270.7,256.25,242.33,-32375,19.4,28.7,None,267.54,262.01,275.84, $270.12 , $4.72 
CINTAS CORPORATION (XNAS:CTAS),CTAS,02/09/2025,205.51,7,B,3,4,0,1,2,2,1,1,0,No,-2.2099,215.14,206.87,194.36,-32673,2.1,22.5,None,210.44,204.67,219.1, $183.15 , $-22.36 
EXELON CORPORATION (XNAS:EXC),EXC,02/09/2025,43.37,7,B,3,4,0,1,2,2,1,1,0,No,-0.1705,43.82,42.28,40.58,-7499,9.5,37.3,None,43.93,43.06,45.23, $43.76 , $0.39 
CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),CEG,02/09/2025,307.19,7,B,3,4,0,1,2,2,1,1,0,No,-1.9531,302.01,271.36,239.51,-65961,22.3,20.1,None,318.31,298.78,347.61, $359.15 , $51.96 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,02/09/2025,74.07,7,A,6,1,2,2,2,0,1,0,0,Yes,-0.4286,77.01,76.61,73.27,-25613,65.3,64,None,77.27,72.88,83.85, $69.39 , $-4.68 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,29/08/2025,473.3,8,A,6,2,2,2,2,1,0,1,0,Yes,-6.4962,505.25,502.04,473.92,709,46.4,51.2,None,474.71,463.87,490.97, $558.13 , $84.83 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,29/08/2025,943.32,7,B,3,4,0,1,2,2,1,1,0,No,-6.3867,970.22,943.93,891.73,-16468,15.3,29.7,None,951.95,931.37,982.82, $888.44 , $-54.88 
"FORTINET, INC. (XNAS:FTNT)",FTNT,29/08/2025,78.77,7,B,4,3,0,2,2,2,1,0,0,No,-3.3691,93.41,91.42,84.67,-157,59.8,59,None,79.49,77.06,83.13, $83.50 , $4.73 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,29/08/2025,265.58,7,B,4,3,2,2,0,2,0,1,0,No,-15.3145,333.96,347.77,350.11,3394,27.5,56.3,None,269.43,261.98,280.61, $205.13 , $-60.45 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,29/08/2025,139.46,7,A,6,1,2,2,2,1,0,0,0,Yes,-1.5347,144.84,142.89,138.79,3447,72.9,52.3,None,139.35,137.32,142.39, $112.74 , $-26.72 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,29/08/2025,304.05,7,A,5,2,2,1,2,1,0,1,0,Yes,-1.2858,305.21,296.27,283.22,1000,45.5,50.5,None,304.75,301.14,310.17, $258.23 , $-45.82 
CME GROUP INC. (XNAS:CME),CME,29/08/2025,266.51,7,B,3,4,0,1,2,2,1,1,0,No,-2.6509,271.26,255.87,242.07,-15483,4.7,21.2,None,270.59,265.01,278.96, $270.12 , $3.61 
CINTAS CORPORATION (XNAS:CTAS),CTAS,29/08/2025,210.03,7,B,3,4,0,1,2,2,1,1,0,No,-1.5666,216.16,206.92,194.39,-4255,18.1,25.6,None,213.58,206.61,224.04, $183.15 , $-26.88 
EXELON CORPORATION (XNAS:EXC),EXC,29/08/2025,43.68,7,B,3,4,0,1,2,2,1,1,0,No,-0.1098,43.87,42.24,40.56,-5322,7.3,39,None,44.37,43.45,45.75, $43.76 , $0.08 
CONSTELLATION ENERGY CORPORATION. (XNAS:CEG),CEG,29/08/2025,307.98,7,B,3,4,0,1,2,2,1,1,0,No,-0.6715,301.47,269.9,238.65,-161390,8.4,30,None,324.29,305.28,352.81, $359.15 , $51.17 
"COINBASE GLOBAL, INC. (XNAS:COIN)",COIN,29/08/2025,304.54,7,B,3,4,0,1,2,2,1,1,0,No,-1.6729,302.33,267.36,241.37,-256602,24.3,41.2,None,316.27,299.77,341.02, $277.36 , $-27.18 
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,28/08/2025,473.84,9,A,6,3,2,2,2,1,0,1,1,Yes,-6.4617,505.3,502.06,473.93,18961,48.5,53.1,Bullish Engulfing,476.08,463.87,494.39, $558.13 , $84.29 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,28/08/2025,266.19,9,A,5,4,2,1,2,2,1,1,0,Yes,-5.539,287.94,284.78,275.04,-6771,41.8,51.7,None,269,264.43,275.86, $216.03 , $-50.16 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,28/08/2025,263.63,8,B,4,4,2,2,0,2,1,1,0,No,-15.439,333.77,347.7,350.06,-75091,32.1,56.5,None,270.2,262.33,282, $205.13 , $-58.50 
COSTCO WHOLESALE CORPORATION (XNAS:COST),COST,28/08/2025,944.96,7,B,3,4,0,1,2,2,1,1,0,No,-6.282,970.37,944,891.77,-15821,17.7,34.7,None,952.95,931.37,985.32, $888.44 , $-56.52 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,28/08/2025,138.72,7,A,6,1,2,2,2,1,0,0,0,Yes,-1.5819,144.77,142.86,138.77,698,57.7,43.9,None,139.48,137.32,142.72, $112.74 , $-25.98 
"GILEAD SCIENCES, INC. (XNAS:GILD)",GILD,28/08/2025,112.56,7,B,3,4,0,1,2,2,1,1,0,No,-0.1252,110.62,102.18,95.14,-18697,2.5,21.2,None,115.34,112.1,120.2, $119.36 , $6.80 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,28/08/2025,304.1,7,A,5,2,2,1,2,1,0,1,0,Yes,-1.2826,305.21,296.27,283.22,3756,46,47.6,None,304.63,301.14,309.87, $258.23 , $-45.87 
CME GROUP INC. (XNAS:CME),CME,28/08/2025,266.77,7,B,3,4,0,1,2,2,1,1,0,No,-2.6343,271.28,255.88,242.07,-38428,3.9,28.9,None,272.34,265.37,282.79, $270.12 , $3.35 
CINTAS CORPORATION (XNAS:CTAS),CTAS,28/08/2025,208.32,7,B,3,4,0,1,2,2,1,1,0,No,-1.6757,216,206.86,194.35,-30119,8.8,19.2,None,213.93,206.86,224.53, $183.15 , $-25.17 
EXELON CORPORATION (XNAS:EXC),EXC,28/08/2025,43.76,7,B,3,4,0,1,2,2,1,1,0,No,-0.1047,43.88,42.24,40.56,-13138,5.5,35,None,44.56,43.57,46.05, $43.76 , $-   
"INTUITIVE SURGICAL, INC. (XNAS:ISRG)",ISRG,27/08/2025,471.15,10,A,6,4,2,2,2,2,1,1,0,Yes,-6.6334,505.04,501.95,473.88,-18174,38.2,51.1,None,475.06,460.33,497.16, $558.13 , $86.98 
INTUIT INC. (XNAS:INTU),INTU,27/08/2025,663.17,7,B,3,4,0,1,2,2,1,1,0,No,-12.0842,708.57,674.44,654.79,-26211,17.2,14.5,None,667.09,641.22,705.89, $655.75 , $-7.42 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,27/08/2025,269.15,7,B,4,3,2,2,0,2,1,0,0,No,-15.0867,334.3,347.91,350.18,-10323,51.8,60.2,None,273.07,263.69,287.14, $205.13 , $-64.02 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,27/08/2025,138.65,7,A,6,1,2,2,2,1,0,0,0,Yes,-1.5864,144.76,142.85,138.77,1095,54.2,45.5,None,139.14,137.32,141.87, $112.74 , $-25.91 
CINTAS CORPORATION (XNAS:CTAS),CTAS,27/08/2025,213.2,7,B,3,4,0,1,2,2,1,1,0,No,-1.3643,216.46,207.05,194.46,-476,15,31.2,None,213.76,210.38,218.83, $183.15 , $-30.05 
"VERISK ANALYTICS, INC. (XNAS:VRSK)",VRSK,27/08/2025,267.7,7,A,5,2,2,1,2,1,1,0,0,Yes,-5.4426,288.08,284.84,275.08,-3203,50.6,54.7,None,269.03,264.43,275.93, $216.03 , $-51.67 
"PAYCHEX, INC. (XNAS:PAYX)",PAYX,26/08/2025,138.04,9,A,6,3,2,2,2,1,1,1,0,Yes,-1.6253,144.7,142.83,138.75,-5590,45.6,47.6,None,140.7,137.32,145.77, $112.74 , $-25.30 
"CHARTER COMMUNICATIONS, INC. (XNAS:CHTR)",CHTR,26/08/2025,266.67,8,B,4,4,2,2,0,2,1,1,0,No,-15.245,334.06,347.82,350.13,-113205,43,54.5,None,276.97,263.69,296.89, $205.13 , $-61.54 
"AUTOMATIC DATA PROCESSING, INC. (XNAS:ADP)",ADP,26/08/2025,303.45,8,A,5,3,2,1,2,1,1,1,0,Yes,-1.3241,305.15,296.24,283.2,-10808,40.1,52.4,None,308.11,301.52,318, $258.23 , $-45.22 
"DOCUSIGN, INC. (XNAS:DOCU)",DOCU,26/08/2025,72.5,8,A,6,2,2,2,2,1,1,0,0,Yes,-0.7931,76.93,76.55,73.23,-6188,65.8,44.4,None,74.94,69.81,82.63, $69.39 , $-3.11 
